,cleaned_hm,ground_truth_category
3116,when my sister buying a new home ,affection
3117,There was a new episode of my current favorite show.,leisure
3118,I had a good workout.,exercise
3119,I bought beer.,leisure
3120,Getting to wake up beside my boyfriend every morning.,affection
3121,Every moment of my life is happy Because I leave the life in present but happiest moment when achieve in life some new.,enjoy_the_moment
3122,I WENT TO MOVIE,leisure
3123,Yesterday i went for my nephews birthday party n i spend time with my family .i feel happy to spend time with my family .,affection
3124,I planted flowers for my wife in our garden.,affection
3125,I was able to finish my workout and I was glad it was over.,exercise
3126,"I got a new 2017 dodge charger, I have gotten a lot of looks in it.",achievement
3127,i had korean food for dinner ( my favorite),leisure
3128,"I took my kids and wife to a local carnival ride, and we had great time.",affection
3129,I made plans to try out a new pizza recipe with my boyfriend this week.,affection
3130,I took my dog to the dog park and she was really excited and playing with everything in sight.,affection
3131,I got the news of my promotion to a higher post.,achievement
3132,MY DAD GOT JOB OPPORTUNITY IN FOREIGN COUNTRY SO I FELT VERY HAPPY FOR HIM.,affection
3133,I did some cleaning up on my laptop.,leisure
3134,I completed a major website that I was working on and got some very good reviews on the same. ,achievement
3135,i attended my cousin marriage party..after long time all family members met together,affection
3136,"I was happy when I found 5 dollars in my pocket that I had left last winter - it felt like winning a mini lottery!
",achievement
3137,I created a flyer for an business open house we are holding at work on Saturday. My boss loved it,achievement
3138,I watched an episode of a TV show I like.,leisure
3139,I played video games.,leisure
3140,"The same artist who made the art book I purchased, made a piece of art just for me, based on a prompt of mine, and posted it on their website.",achievement
3141,I WENT TO MOVIE,leisure
3142,I got to play a video game with one of my best friends. ,bonding
3143,"My nephew called me today and made me laugh, he was talking about his adventurous school day. It was hilarious. ",affection
3144,I saw a deer running through the park that I pass through on my way home.,nature
3145,"My group of friends and I bought some flight tickets to visit China. One of them was not sure if he could get a holiday in that period so he tried to buy the tickets the second day, after he got more information from his boss. Unfortunately the prices had risen by 50% and that made him really sad. In the evening I tried another booking website and I found the same flight at the same cost as before. It made him very happy and I had a great day as well.",bonding
3146,I shaved my chest today and now it feels smoother. This has made me happy too. ,achievement
3147,I WENT TO MOVIE,leisure
3148,i went to meet my old over today,bonding
3149,I WENT TO MOVIE,leisure
3150,I am been praying for a financial miracle and it all happens when I least expected it.,achievement
3151,Another event that made me happy was watching my favorite baseball team win.,enjoy_the_moment
3152,I watched the interview of a golfer for the masters.,leisure
3153,having a great workout,exercise
3154,I had dinner last night with a great friend that I had not seen in a while.,bonding
3155,I was able to get the Monroe piercing that I had wanted for the last year.,achievement
3156,My wife was super nice to me tonight.,affection
3157,Getting a shipping confirmation email for the vinyl release of the Westworld soundtrack. I had forgotten I pre-ordered it so it was a nice surprise of sorts.,achievement
3158,I watched my favorite shows with my husband. ,affection
3159,My wife and I went out for a romantic dinner.,affection
3160,I was able to go to the gym and work out,exercise
3161,I took a pilates class at my gym,exercise
3162,A friend of mine won a public office position she was really hoping she'd get.,bonding
3163,I made my goal for MTurk yesterday.,achievement
3164,"The weather was perfect yesterday; sunny, warm, and breezy.",nature
3165,My friends invited me out to trivia night last night.,bonding
3166,I was able to settle down a dispute in my family,achievement
3167,I am happy because my boyfriend and I already resolved our small conflict.,affection
3168,Watching the new episode of Little Women Atlanta. ,leisure
3169,"My office annul day function. I am participant the dancing program get the first price in the function.
i am very really happy and enjoyed the function.",achievement
3170,My five-year old daughter read to me aloud in the car yesterday.  She is just learning to read and her two upper front baby teeth are missing so the story was more amusing than it otherwise would have been.,affection
3171,I got to have breakfast with a great friend and we were able to catch up and hang out for an hour.,bonding
3172,My boyfriend came home from work with one of our favorite pizzas.,affection
3173,I had a nice breakfast. Tasty yogurt and unhealthy croissants. ,enjoy_the_moment
